"CellName","Belonging_Cluster","xChoord","yChoord","extraScore","intraScore","neighbor","silhouetteValue"
"Lib90_00101.H1975","1","-3.31185456748774","19.2167175778543","34.7600902531482","9.69772844584858","3","0.72100968739659"
"Lib90_00102.HCC827","3","-17.1605377315445","45.2804745647896","37.3323918855465","13.4507825072649","1","0.639702097082281"
"Lib90_00103.HCC827","3","-17.4046819699681","43.8897729749763","36.2564577859528","14.3637141898318","1","0.603830184552755"
"Lib90_00104.H2228","4","36.1798606972634","34.3512892488867","41.7400696163682","17.9121963179158","1","0.570863285985235"
"Lib90_00105.H838","2","-48.0571255474316","24.3442238892544","49.4023273498942","18.7329228833532","3","0.620808899332283"
"Lib90_00106.H838","2","-42.3440823724071","22.6680728287019","44.3864577081296","19.9319663990964","1","0.550944873092549"
"Lib90_00107.H1975","1","-8.3051397877786","15.7241892020145","37.7925694673971","10.9102117890249","3","0.71131330992361"
"Lib90_00108.H1975","1","-6.16477432832264","15.3451129748504","38.219283708086","9.3936011994048","3","0.754218282290377"
"Lib90_00109.HCC827","3","-21.8352650591426","49.3387619303544","43.1397689271166","15.4001627346904","1","0.643017032364996"
"Lib90_00110.HCC827","3","-17.8077174899234","45.5569086578675","37.8834151616341","13.6566851932715","1","0.639507548751779"
"Lib90_00111.H2228","4","35.9129286723279","32.4004277797277","40.5421596475551","17.2787168300419","1","0.573808672743365"
"Lib90_00112.H838","2","-49.9391379150701","24.320594538613","50.9579231036748","18.3247340206764","3","0.640394802131272"
"Lib90_00113.HCC827","3","-16.1468502919392","43.9043258987873","35.6585436574288","13.7600824776826","1","0.614115410604664"
"Lib90_00114.H838","2","-45.7100571198734","23.1453772824539","47.7534340759303","18.6400559879445","1","0.609660407703751"
"Lib90_00115.HCC827","3","-21.4994355676762","47.7653567200984","41.6417200084353","15.3975628175978","1","0.63023710801382"
"Lib90_00116.H838","2","-43.5233701529881","18.4187197373426","44.8052659968849","17.1234402519806","1","0.617825274083382"
"Lib90_00117.H838","2","-52.945298135579","23.6736313783432","53.8142202551809","17.6163066307867","3","0.672645881567136"
"Lib90_00118.H2228","4","35.6923080858122","32.3151649938888","40.3094626271787","17.4144839810158","1","0.567980249648031"
"Lib90_00119.HCC827","3","-19.1318322342461","47.2175609679221","39.9606333352166","13.7881667318852","1","0.654956251162967"
"Lib90_00120.H838","2","-43.2164300564459","18.8482095553106","44.5585615871919","17.4694193951403","1","0.607944718750487"
"Lib90_00121.HCC827","3","-19.7307356438809","48.2733529289973","41.1628119784819","13.9181972339301","1","0.661874479294419"
"Lib90_00122.H838","2","-43.4387924040929","18.510454791425","44.7334223375552","17.206635355068","1","0.615351688828366"
"Lib90_00123.H838","2","-48.591784567219","24.3591695927405","49.8295139175948","18.6158297606949","3","0.626409565393701"
"Lib90_00124.H1975","1","-5.95166848767046","15.9360044891459","37.6583902955477","9.45425171072077","3","0.74894700393398"
"Lib90_00125.HCC827","3","-14.9803984838598","41.8021355974147","33.2866595433701","14.7697320203679","1","0.556286746012347"
"Lib90_00126.H838","2","-49.4095820681766","16.3462477348527","50.431638592924","14.0697640713412","1","0.721013148414429"
"Lib90_00127.H1975","1","-7.37380610254598","15.8899311530526","37.6429548559536","10.2918024102069","3","0.726594194063934"
"Lib90_00128.HCC827","3","-18.8467834186014","47.5586746021812","40.1139569064984","13.4955901420865","1","0.663568713165262"
"Lib90_00129.HCC827","3","-14.4660648238358","44.5235313525175","35.446660658705","12.7431456258133","1","0.640497993633037"
"Lib90_00130.H2228","4","37.7057747690547","34.6986332238998","43.2196558155664","17.0911643566694","1","0.604551122998214"
"Lib90_00131.H838","2","-40.318763569131","21.765683183273","42.2288814272046","20.6027910706369","1","0.5121161069314"
"Lib90_00132.H1975","1","-7.3220249725726","16.3383906356024","37.2088364230364","10.406262449642","3","0.720328194858592"
"Lib90_00133.HCC827","3","-11.0088137542509","44.8980176520135","34.4570786752907","11.7977897229295","1","0.657609113236006"
"Lib90_00134.H838","2","-39.572255678123","20.449263250252","41.2423870568421","20.423849572234","1","0.504784979005097"
"Lib90_00135.HCC827","3","-20.4078354694545","47.4763717887407","40.826542801743","14.6144405571622","1","0.642035804301847"
"Lib90_00136.H1975","1","-7.44262641522777","15.6565199983697","37.8681181198132","10.2690668680155","3","0.728820248328038"
"Lib90_00137.H838","2","-44.9376786962376","22.1221683583199","46.7908650699362","18.3006253464079","1","0.608884654749282"
"Lib90_00138.H838","2","-44.4891535136975","21.206851426778","46.1797950798623","17.9696108995009","1","0.610877205747131"
"Lib90_00139.H838","2","-46.0559101686669","23.4328862667862","48.1514766934357","18.7037713210078","1","0.611563910280708"
"Lib90_00140.HCC827","3","-20.424552560692","50.0110928415054","42.9989837315052","14.1879624300251","1","0.670039587014015"
"Lib90_00141.H838","2","-47.1328813338048","24.3277145295976","48.663662259501","18.9760069068095","3","0.610057977025668"
"Lib90_00142.H2228","4","36.6462043796473","32.7482448030819","41.346691676195","16.8775161717941","1","0.591804918662666"
"Lib90_00143.HCC827","3","-19.4618484002539","46.194483698277","39.2553712034568","14.3827071167276","1","0.633611740870225"
"Lib90_00144.H838","2","-38.7594726686873","21.4311551648835","40.646713673321","21.4597511579466","1","0.472042159904504"
"Lib90_00145.HCC827","3","-20.5967608143589","49.9490643354742","43.0303959824998","14.3269536234127","1","0.667050388538387"
"Lib90_00146.H838","2","-44.6434456798726","21.3773712618206","46.3616264799152","17.9929947407746","1","0.611898975361239"
"Lib90_00147.HCC827","3","-21.0147162314894","51.0714025935797","44.2024121168534","14.62685500458","1","0.669093737103928"
"Lib90_00148.H1975","1","-2.52637743131363","20.2402241785513","33.9045419103441","10.0120591346362","3","0.704698586958888"
"Lib90_00149.HCC827","3","-13.697230915414","45.612116214431","36.1056539032056","11.890697983825","1","0.67066936342706"
"Lib90_00150.H838","2","-48.5048807973513","15.8802127003389","49.503154819034","14.1510907666423","1","0.714137597525376"
"Lib90_00151.H838","2","-45.1843630347384","22.1419626046658","47.0350572650925","18.2060714912115","1","0.612925495368255"
"Lib90_00152.H1975","1","-7.01557164351808","14.6438961646205","38.8641971217966","9.74210270397751","3","0.749329629184241"
"Lib90_00153.HCC827","3","-21.7866782047989","51.6797029002911","45.1072435599923","15.2962924091403","1","0.660890553225751"
"Lib90_00154.H838","2","-44.8337055136404","21.4138670936409","46.5541556880428","17.9272291694869","1","0.614916672753848"
"Lib90_00155.H838","2","-46.6102717488537","23.9726525149246","48.4537707026198","18.885308261216","3","0.610240689478581"
"Lib90_00156.H838","2","-47.7721448555415","15.1901029714239","48.7377936175778","14.1739623495424","1","0.709179236533382"
"Lib90_00157.A549","4","34.5902778709512","32.5213588792971","39.4573826886084","18.3457301994933","1","0.535049490122672"
"Lib90_00158.H838","2","-43.5192026347965","18.3023378862567","44.7868357474447","17.0794253377416","1","0.618650769747312"
"Lib90_00159.H838","2","-50.4328576723409","24.5113753338961","51.261081876354","18.3938139128762","3","0.641173903484058"
"Lib90_00160.A549","5","-8.02204113314091","-50.2424649623922","63.9964507414477","22.1036712205477","1","0.654610982883272"
"Lib90_00161.H2228","4","36.9517284335076","32.0956475271614","41.3065232878538","16.4154090750981","1","0.60259523754387"
"Lib90_00162.HCC827","3","-16.8540739785709","47.3434906887498","38.9929216526111","12.406078232189","1","0.681837684728653"
"Lib90_00163.HCC827","3","-14.8283182929585","46.6415748289397","37.4929212499773","11.7784508323695","1","0.685848676505123"
"Lib90_00164.HCC827","3","-15.8594873826795","46.1012775348966","37.4525367067293","12.4380139377636","1","0.66789929250563"
"Lib90_00165.H2228","4","36.9480866947917","33.9004825461974","42.169942509643","17.1721883763979","1","0.592786061482746"
"Lib90_00166.HCC827","3","-21.0609144280073","48.107989846046","41.6984225807379","14.9634970463011","1","0.641149565854001"
"Lib90_00167.H838","2","-51.1964476823333","24.4138711084963","51.950194541944","18.2317747709497","3","0.649052810452335"
"Lib90_00168.HCC827","3","-18.7134729736711","47.5082305446703","40.0056918451529","13.4247631750313","1","0.66442867112526"
"Lib90_00169.H838","2","-51.4790923375376","23.6362875219611","52.6121448102468","17.6382713307875","3","0.664749053770713"
"Lib90_00170.H838","2","-48.0721737950513","13.1373474095971","48.9813021159118","13.5893915681837","1","0.722559609868575"
"Lib90_00171.H1975","1","-7.6200272903566","14.5005683248295","38.9889927172767","10.1243969651156","3","0.740326788164772"
"Lib90_00172.H838","2","-44.6836902361681","21.4022534771696","46.4055094896537","17.9885879117518","1","0.612360943569374"
"Lib90_00173.H1975","1","-5.98883164098991","8.14069594508027","45.2534770510229","9.79914648501661","3","0.783460915633772"
"Lib90_00174.A549","3","-13.5808580848582","42.6167926421601","33.3726955920494","13.7560334363003","1","0.587805743819582"
"Lib90_00175.H1975","1","-1.29319995508248","21.2446012948492","33.1818350201154","10.3117467271903","3","0.689235187838794"
"Lib90_00176.H838","2","-39.6967343918216","20.5436162322133","41.3812000342433","20.3843770325936","1","0.507400050850983"
"Lib90_00177.H838","2","-50.8053053154323","23.9058009245421","51.9046954079912","17.8981349044693","3","0.655173105943828"
"Lib90_00178.H1975","1","-7.68991837037164","14.1076468232437","39.3705289799258","10.1132282587305","3","0.743126939851709"
"Lib90_00179.H1975","1","-6.63070795674601","15.9016672192198","37.6565724426093","9.82845195937929","3","0.738997701547096"
"Lib90_00180.H838","2","-50.3525712228719","22.6916210834462","52.1836017117573","17.1123642695079","1","0.672073913869912"
"Lib90_00181.H838","2","-46.9548467748955","24.2566149360909","48.5620072458575","18.9780942913559","3","0.609198726171377"
"Lib90_00182.H838","2","-39.6133499186967","20.5510938914128","41.3013391589166","20.443721658291","1","0.505010683076669"
"Lib90_00183.H838","2","-45.5129446751807","21.969154793432","47.3216045555258","17.9632077083653","1","0.620401550685209"
"Lib90_00184.HCC827","3","-20.7835008042704","50.6135639999511","43.694295702646","14.4422075784529","1","0.669471555812757"
"Lib90_00185.H2228","4","34.7801348525729","33.1759112110438","39.94805341039","18.438489571482","1","0.538438346868578"
"Lib90_00186.H1975","1","-7.65565674900657","15.0030602237531","38.4993769999006","10.2507080338896","3","0.733743534761196"
"Lib90_00187.H838","2","-54.0159967381264","25.0347436140202","54.0055450257965","18.6849930226511","3","0.654017138171166"
"Lib90_00188.H838","2","-44.5733913186367","20.6399188075327","46.1630797328683","17.6258245683771","1","0.618183520892185"
"Lib90_00189.A549","5","-8.73279410686918","-50.662985242517","64.5106116043119","22.6159498742451","1","0.649422795539991"
"Lib90_00190.H838","2","-44.9002040516022","22.3253302662275","46.7950703146928","18.443360384033","1","0.605869587116699"
"Lib90_00191.HCC827","3","-18.1946052880321","47.9327147146677","40.1261980715458","12.9779369000661","1","0.676571977317008"
"Lib90_00192.HCC827","3","-21.4348767491458","50.7336115686894","44.1204868298473","14.9731281356469","1","0.660630940148247"
"Lib90_00193.H2228","4","38.2739713154901","31.6458878246122","42.2722819897219","15.3793145719873","1","0.63618442515768"
"Lib90_00194.HCC827","3","-21.8614465577137","49.7414564925151","43.4934636652196","15.382486686918","1","0.646326473207078"
"Lib90_00195.H838","2","-49.6722030040314","15.8608754940375","50.6612702753064","13.8492132579347","1","0.726631148751808"
"Lib90_00196.H2228","4","36.1653928314293","34.0626549378237","41.5804813245675","17.7852112364682","1","0.572270193371717"
"Lib90_00197.HCC827","3","-17.7257381088711","48.6091629427103","40.501833854569","12.5270986847732","1","0.69070292644638"
"Lib90_00198.H2228","4","37.1122470991456","31.173154372084","41.0299432781279","15.9978493214294","1","0.610093311292548"
"Lib90_00199.HCC827","3","-15.3030288020345","42.0609349861437","33.6630371194081","14.6901910873175","1","0.563610644066099"
"Lib90_00200.H2228","4","36.9440940455854","31.8836692241835","41.2020318630368","16.3461439894798","1","0.603268497927058"
"Lib90_00201.HCC827","3","-13.381381851374","42.4943591815383","33.1788840649324","13.7967335388453","1","0.584171260496751"
"Lib90_00202.H1975","1","-6.25462393976075","6.61284927489495","46.7389440595432","10.683004539303","3","0.771432479824675"
"Lib90_00203.H838","2","-52.9232904815563","24.9840311388073","53.1001834206488","18.5952119742078","3","0.649808893749004"
"Lib90_00204.HCC827","3","-16.5423385759258","46.1023471420329","37.7600663155691","12.7485490971772","1","0.662380118969209"
"Lib90_00205.H838","2","-40.0037059896396","21.6853618948353","41.9064346232646","20.7605317698243","1","0.50459799416343"
"Lib90_00206.H838","2","-40.3446301160174","19.045899844528","41.7642098739312","19.3080185300487","1","0.53768984045594"
"Lib90_00207.H838","2","-52.541195171737","23.7892316787027","53.4132711420621","17.699261938702","3","0.66863549900122"
"Lib90_00208.HCC827","3","-12.7575126519524","46.4119227046845","36.473083587183","11.2422030062643","1","0.69176713618437"
"Lib90_00209.HCC827","3","-21.2847796251264","50.9407143658655","44.2232274145726","14.8473066486429","1","0.664264516258479"
"Lib90_00210.HCC827","3","-15.1185076931848","47.4667148985875","38.3543763954279","11.5660531117055","1","0.698442415215902"
"Lib90_00211.H1975","1","-1.42650790551951","21.2370298333871","33.1622862061276","10.3394677819929","3","0.68821607419568"
"Lib90_00212.HCC827","3","-13.6967985505402","45.8545337377042","36.3247684179738","11.7654761468628","1","0.676103202875724"
"Lib90_00213.H838","2","-47.844745555032","13.2234114516519","48.7556306169569","13.6803850234993","1","0.719409125666373"
"Lib90_00214.H1975","1","-7.52518060839557","16.3781267544436","37.1655093352867","10.55494506608","3","0.716001603237584"
"Lib90_00215.HCC827","3","-15.21613089355","49.9152120434689","40.6088767916023","10.9849169572913","1","0.729494686256308"
"Lib90_00216.H2228","4","37.6126782120072","30.6583822870166","41.2518139661926","15.5049992328368","1","0.624137759237844"
"Lib90_00217.H1975","1","-7.62944485512782","14.9053842704553","38.594842995271","10.2107080728926","3","0.735438538404116"
"Lib90_00218.H838","2","-49.2238437348682","15.8949118022731","50.2179950569424","13.9630997191666","1","0.721950274929658"
"Lib90_00219.H1975","1","-2.07638247827837","20.5712710733182","33.6677564177404","10.0756272307416","3","0.700733630547698"
"Lib90_00220.HCC827","3","-15.1384495258133","48.3301599621826","39.1408505077254","11.2955369282427","1","0.711413094459629"
"Lib90_00221.HCC827","3","-13.387346000004","42.9260454290143","33.5660144774229","13.4874300761141","1","0.598181962139535"
"Lib90_00222.H838","2","-39.5841413205141","20.4827805487974","41.2601692468581","20.4313330456132","1","0.504817032538735"
"Lib90_00223.H838","2","-40.3751892780308","21.8411775029822","42.2995926038289","20.6086239642114","1","0.512793795504642"
"Lib90_00224.HCC827","3","-21.861780549091","50.4428654354947","44.0884179651593","15.341806776344","1","0.65202183511171"
"Lib90_00225.HCC827","3","-14.667137735547","41.6858128259146","33.0392753342919","14.7555121110576","1","0.553394801739411"
"Lib90_00226.HCC827","3","-19.7733378883086","50.3390725715984","42.9682504695316","13.6754017598722","1","0.681732404497844"
"Lib90_00227.HCC827","3","-13.7460163768448","48.2589648071414","38.53328676248","10.7983016322321","1","0.719766919993276"
"Lib90_00228.H838","2","-43.5752788600335","18.1358661159986","44.8221837250771","16.9850343602502","1","0.621057410669007"
"Lib90_00229.H1975","1","-5.80830241863933","15.4510301783248","38.1373768084635","9.22874518928323","3","0.758013110455065"
"Lib90_00230.H838","2","-39.0233303338714","22.2941808313684","41.0923859615919","21.7393476830687","1","0.470964092876281"
"Lib90_00231.H1975","1","-6.46759791045873","15.120820726988","38.421918823878","9.50979750568674","3","0.752490302494296"
"Lib90_00232.HCC827","3","-10.3666436292645","44.8467284576779","34.1960142104738","11.78492678292","1","0.655371333326021"
"Lib90_00233.HCC827","3","-19.3201809816766","48.9367098421616","41.5340943553802","13.4983826861376","1","0.675004766670949"
"Lib90_00234.H838","2","-39.625114546013","20.4748613048808","41.2986404164976","20.4000435455445","1","0.506035953246652"
"Lib90_00235.H838","2","-46.9115173151862","24.2302342137868","48.5426908112438","18.9723894289492","3","0.609160738478166"
